ID_клиента,Возраст,Пол,Город,Банк,Тип_клиента,Канал_обслуживания,Кредитный_рейтинг,Срок_обслуживания_лет,Баланс,Количество_продуктов,Есть_кредитная_карта,Активный_клиент,Примерная_зарплата,Количество_жалоб,Обращения_в_поддержку,Использование_приложения_в_месяц,Сумма_кредитов,Просрочки_по_кредитам,Средняя_оценка_сервиса,Отток
184,47,Мужчина,Алматы,Kaspi Bank,Обычный,Мобильное приложение,636,8,92009.88,2,1,0,229726.53,1,1,12,1685882.29,0,4.5,0
185,39,Женщина,Алматы,Halyk Bank,Обычный,Мобильное приложение,613,7,0.0,1,0,1,187414.21,5,5,10,849628.75,0,3.5,0
186,50,Женщина,Шымкент,Bereke Bank,Обычный,Мобильное приложение,825,2,206380.69,3,1,0,181465.93,4,1,19,1313369.79,0,3.5,0
187,47,Мужчина,Астана,Jusan Bank,Новый,Колл-центр,603,7,289700.19,1,0,0,91806.07,2,3,8,711880.04,0,5.0,0
188,41,Мужчина,Караганда,Bereke Bank,Обычный,Отделение,622,2,181126.26,2,1,1,228605.14,1,1,4,474947.37,2,1.6,1
189,31,Женщина,Шымкент,Bereke Bank,Обычный,Мобильное приложение,669,5,119845.21,2,0,0,143023.01,1,5,10,0.0,1,4.5,0
190,23,Женщина,Алматы,Halyk Bank,Обычный,Мобильное приложение,598,0,75623.44,3,1,1,188132.98,0,1,12,113089.7,0,3.3,0
191,36,Мужчина,Алматы,Kaspi Bank,Обычный,Отделение,689,3,116343.46,3,1,1,213828.94,1,1,12,1108872.68,0,3.0,0
192,52,Мужчина,Шымкент,Halyk Bank,Обычный,Отделение,558,7,101337.47,4,0,0,192503.98,0,2,21,848073.22,0,3.5,0
193,44,Мужчина,Астана,Jusan Bank,Обычный,Колл-центр,628,5,175351.63,1,1,1,266496.76,0,0,12,88321.01,0,5.0,0
194,27,Женщина,Алматы,Halyk Bank,Обычный,Мобильное приложение,686,10,165548.83,2,1,0,279754.18,2,1,5,1054455.67,0,5.0,1
195,44,Женщина,Астана,Halyk Bank,Обычный,Отделение,752,4,139461.64,2,0,1,308087.02,4,3,7,988037.7,0,3.4,0
196,46,Мужчина,Алматы,Kaspi Bank,Обычный,Колл-центр,597,5,146894.46,3,1,0,243913.62,0,1,3,919757.41,0,5.0,0
197,31,Женщина,Алматы,Halyk Bank,Обычный,Отделение,596,6,64263.9,2,1,0,203832.77,2,2,5,823534.32,0,5.0,0
198,43,Женщина,Астана,Halyk Bank,Обычный,Мобильное приложение,788,0,228741.38,1,1,1,168574.93,0,2,0,1081365.01,2,3.4,0
199,42,Мужчина,Караганда,Halyk Bank,Обычный,Мобильное приложение,600,2,59314.46,3,1,1,239888.65,2,3,24,895276.71,0,4.3,0
200,28,Мужчина,Шымкент,Jusan Bank,Новый,Отделение,644,0,80707.58,3,0,0,244034.82,1,1,15,1440621.19,0,5.0,0
201,46,Женщина,Актобе,Kaspi Bank,Премиальный,Колл-центр,804,8,173384.91,1,1,0,245923.42,4,2,11,990236.1,1,2.8,1
202,48,Женщина,Алматы,Bereke Bank,Обычный,Мобильное приложение,656,3,97647.1,1,1,0,219037.31,1,3,13,1018189.65,1,5.0,1
203,54,Женщина,Астана,Kaspi Bank,Обычный,Мобильное приложение,627,1,123851.12,4,0,0,171554.01,0,0,8,511966.58,0,2.0,0
204,54,Женщина,Шымкент,Bereke Bank,Обычный,Мобильное приложение,634,10,112447.91,2,1,1,207948.45,0,1,16,861002.03,0,3.7,0
205,25,Мужчина,Шымкент,Halyk Bank,Обычный,Мобильное приложение,583,4,159375.94,1,1,1,193558.28,1,0,9,328796.28,2,3.5,0
206,30,Мужчина,Шымкент,ForteBank,Премиальный,Мобильное приложение,690,1,51993.7,2,1,0,112469.01,2,0,12,1475156.3,0,4.2,0
207,48,Женщина,Караганда,Kaspi Bank,Новый,Мобильное приложение,566,6,162190.01,2,0,0,186240.71,2,1,23,1437318.34,0,4.2,0
208,48,Мужчина,Шымкент,ForteBank,Обычный,Мобильное приложение,720,3,36621.89,2,1,1,54517.35,1,2,26,765816.19,0,3.9,0
209,48,Женщина,Алматы,Jusan Bank,Новый,Мобильное приложение,651,4,259160.9,1,1,1,132983.23,0,0,11,1337103.99,2,3.5,0
210,75,Женщина,Шымкент,Kaspi Bank,Новый,Отделение,671,8,74300.3,3,0,1,216935.26,1,2,14,147897.97,1,4.2,0
211,48,Женщина,Караганда,Kaspi Bank,Обычный,Мобильное приложение,805,1,110668.3,2,1,0,89804.52,0,1,21,1690515.89,0,3.8,0
212,55,Мужчина,Павлодар,Halyk Bank,Новый,Отделение,519,10,41072.45,2,1,0,268169.31,0,3,20,592296.19,0,4.0,0
213,53,Женщина,Шымкент,Kaspi Bank,Премиальный,Мобильное приложение,652,4,70436.31,2,1,1,256304.96,1,2,10,426111.01,1,2.9,1
214,49,Женщина,Шымкент,Kaspi Bank,Обычный,Мобильное приложение,707,3,0.0,1,1,0,138534.74,0,1,10,1567955.24,0,3.5,0
215,38,Женщина,Астана,ForteBank,Обычный,Отделение,594,2,69947.36,3,1,0,153412.25,1,1,7,852497.42,1,3.5,0
216,51,Женщина,Актобе,Kaspi Bank,Обычный,Отделение,735,10,91429.03,1,1,0,196682.1,0,1,11,437139.17,0,3.5,0
217,32,Мужчина,Павлодар,ForteBank,Новый,Колл-центр,600,0,199849.81,2,0,0,221892.77,0,2,7,1526182.44,2,3.8,1
218,39,Мужчина,Караганда,Jusan Bank,Премиальный,Мобильное приложение,676,5,198792.91,2,1,1,150743.11,0,2,4,372476.72,0,4.9,0
219,36,Мужчина,Шымкент,ForteBank,Обычный,Отделение,638,6,153887.17,1,1,0,279941.35,1,2,8,1338349.81,1,3.3,0
220,42,Мужчина,Алматы,Kaspi Bank,Обычный,Мобильное приложение,664,0,16527.8,2,1,0,123337.71,1,0,15,1438947.09,3,2.8,0
221,69,Женщина,Караганда,Halyk Bank,Новый,Отделение,656,5,122881.9,1,0,0,100027.34,0,1,4,1363856.07,1,1.7,0
222,19,Женщина,Шымкент,Halyk Bank,Обычный,Мобильное приложение,647,0,155836.41,2,0,1,78216.12,0,3,7,1429378.35,0,5.0,0
223,50,Женщина,Караганда,Halyk Bank,Новый,Колл-центр,607,5,46132.83,2,1,1,81805.4,1,0,18,1394469.44,1,3.4,0
224,22,Женщина,Алматы,Halyk Bank,Обычный,Отделение,590,3,48230.51,1,1,0,218141.19,1,4,0,893464.69,1,3.8,1
225,36,Мужчина,Шымкент,Bereke Bank,Обычный,Колл-центр,678,5,117100.53,2,1,1,303850.94,0,1,1,1074311.67,0,3.9,0
226,55,Женщина,Алматы,ForteBank,Обычный,Интернет-банк,654,0,203305.2,1,1,0,164742.23,2,3,9,642862.47,0,5.0,1
227,42,Мужчина,Караганда,Kaspi Bank,Премиальный,Интернет-банк,587,0,169302.58,1,1,1,350069.72,0,3,12,1456579.7,1,4.2,0
228,29,Мужчина,Алматы,Halyk Bank,Новый,Отделение,680,2,30829.27,1,1,1,159138.65,2,2,14,566305.4,0,4.1,0
229,33,Женщина,Шымкент,Halyk Bank,Обычный,Интернет-банк,608,5,146742.49,1,0,0,136472.69,0,2,0,764191.48,0,4.5,0
230,50,Женщина,Алматы,Bereke Bank,Обычный,Мобильное приложение,789,2,162883.69,4,1,1,208791.5,3,2,11,972048.95,1,4.6,0
231,33,Женщина,Алматы,Bereke Bank,Новый,Мобильное приложение,850,6,103820.16,2,1,1,153868.91,1,3,9,1076789.4,1,5.0,0
232,44,Мужчина,Шымкент,Halyk Bank,Обычный,Отделение,775,10,77731.26,2,1,1,247660.41,0,3,22,1181697.55,0,4.7,0
233,42,Женщина,Алматы,Halyk Bank,Обычный,Интернет-банк,769,3,98283.84,4,0,1,140521.2,3,1,8,206662.26,1,4.0,0
234,34,Мужчина,Шымкент,ForteBank,Обычный,Колл-центр,723,8,203075.39,1,1,1,261776.38,0,2,3,176090.11,0,2.9,0
235,67,Мужчина,Павлодар,Halyk Bank,Обычный,Мобильное приложение,631,6,114247.63,1,1,1,208285.41,0,2,19,1569499.53,1,4.5,0
236,49,Женщина,Павлодар,Kaspi Bank,Обычный,Отделение,479,3,177801.62,2,1,0,248680.29,1,2,16,1328331.51,0,2.7,0
237,18,Женщина,Алматы,ForteBank,Обычный,Мобильное приложение,557,8,111969.8,2,0,0,193416.42,3,4,12,1244539.04,1,4.3,0
238,44,Женщина,Караганда,Halyk Bank,Новый,Мобильное приложение,589,4,164490.24,3,1,0,146929.81,0,4,17,0.0,1,4.3,0
239,34,Женщина,Астана,ForteBank,Новый,Мобильное приложение,758,3,275010.07,1,0,0,150238.76,1,5,0,804178.65,1,3.3,0
240,52,Женщина,Актобе,Halyk Bank,Обычный,Мобильное приложение,673,1,161.84,2,1,1,266447.55,1,5,17,52355.91,1,4.3,1
241,32,Женщина,Караганда,ForteBank,Новый,Мобильное приложение,590,8,91124.12,2,1,0,128698.82,2,3,5,306679.75,0,3.8,0
242,40,Женщина,Алматы,ForteBank,Премиальный,Колл-центр,483,9,163597.75,1,1,1,130037.04,1,3,9,1564764.13,0,4.5,0
243,48,Женщина,Астана,Halyk Bank,Обычный,Отделение,850,7,30291.53,2,0,1,259099.99,2,2,18,1454585.55,0,4.4,0
244,52,Женщина,Астана,ForteBank,Обычный,Мобильное приложение,697,5,167569.14,1,1,1,118832.07,2,0,13,970830.36,0,4.6,0
245,27,Женщина,Караганда,Halyk Bank,Обычный,Мобильное приложение,731,0,195523.69,3,0,0,147494.1,1,2,7,277800.97,0,3.7,0
246,37,Мужчина,Астана,Kaspi Bank,Обычный,Колл-центр,601,7,12909.61,2,1,1,154344.87,2,3,0,556798.0,1,4.3,0
247,36,Женщина,Шымкент,Kaspi Bank,Новый,Интернет-банк,637,3,201147.4,2,1,0,198870.56,0,1,14,1422899.76,0,4.7,0
248,34,Женщина,Шымкент,Kaspi Bank,Обычный,Интернет-банк,619,0,62010.33,2,0,1,98133.01,1,2,9,1290108.86,0,2.8,0
249,63,Мужчина,Павлодар,Kaspi Bank,Обычный,Мобильное приложение,655,2,225748.07,1,1,0,240571.69,1,1,19,58093.71,0,4.9,0
250,46,Женщина,Павлодар,ForteBank,Новый,Мобильное приложение,816,5,126814.28,3,1,1,193923.77,2,0,8,1007352.72,0,4.4,0
251,26,Мужчина,Астана,Halyk Bank,Обычный,Мобильное приложение,541,1,159161.83,1,1,0,250377.93,2,1,16,1050611.83,0,5.0,0
252,53,Женщина,Караганда,Kaspi Bank,Новый,Мобильное приложение,646,7,42722.19,1,0,1,159858.48,1,1,11,1109564.64,0,3.8,0
253,67,Женщина,Актобе,Jusan Bank,Обычный,Отделение,682,4,50643.33,1,0,1,201867.96,0,3,5,987710.85,2,5.0,0
254,54,Мужчина,Актобе,ForteBank,Обычный,Мобильное приложение,639,4,31850.38,1,0,1,157512.23,2,4,5,1511395.97,0,3.6,0
255,23,Мужчина,Алматы,Halyk Bank,Обычный,Интернет-банк,739,0,103267.71,1,1,1,250144.22,0,0,13,1256966.8,0,4.3,0
256,36,Женщина,Алматы,Kaspi Bank,Новый,Колл-центр,493,8,105883.36,3,1,1,151302.5,1,3,5,1483940.58,0,4.0,0
257,57,Мужчина,Астана,Kaspi Bank,Новый,Мобильное приложение,819,10,210596.16,1,1,1,258501.25,2,3,9,526141.32,0,5.0,0
258,33,Мужчина,Астана,Halyk Bank,Обычный,Отделение,526,1,83408.13,2,0,1,119222.27,0,1,15,1074081.45,0,3.7,0
259,47,Мужчина,Алматы,Jusan Bank,Обычный,Отделение,548,8,95098.91,1,1,1,203096.1,1,3,6,849861.23,0,4.6,1
260,51,Женщина,Астана,Kaspi Bank,Обычный,Отделение,609,9,141102.01,3,1,0,140887.32,1,1,5,702923.99,0,4.2,0
261,30,Женщина,Шымкент,Halyk Bank,Обычный,Интернет-банк,591,9,172878.21,1,1,0,115184.51,1,3,26,1073712.76,1,3.2,0
262,41,Женщина,Астана,Bereke Bank,Обычный,Мобильное приложение,688,10,99882.25,2,1,1,217662.13,3,2,0,2011162.32,0,3.4,0
263,18,Мужчина,Шымкент,ForteBank,Обычный,Отделение,677,0,197269.71,2,1,0,69964.04,0,2,15,893415.46,0,3.1,0
264,29,Женщина,Алматы,Halyk Bank,Обычный,Мобильное приложение,660,9,89340.63,1,1,0,178234.37,1,1,15,248069.82,0,3.7,0
265,38,Женщина,Актобе,ForteBank,Новый,Мобильное приложение,522,7,70907.69,2,0,1,173033.26,1,4,17,1181324.94,1,4.7,1
266,27,Мужчина,Павлодар,Jusan Bank,Новый,Отделение,637,2,160683.31,3,1,1,121744.61,1,3,20,1003806.95,2,4.2,0
267,61,Женщина,Шымкент,ForteBank,Новый,Мобильное приложение,651,2,0.0,1,1,0,181212.96,0,1,9,816198.73,1,5.0,0
268,24,Женщина,Актобе,Jusan Bank,Обычный,Мобильное приложение,760,6,155409.27,4,1,1,50000.0,2,2,18,1160645.04,0,4.3,0
269,36,Женщина,Алматы,Halyk Bank,Новый,Мобильное приложение,667,6,148467.57,1,1,1,129412.54,1,0,0,1087671.12,1,2.0,0
270,43,Мужчина,Караганда,Jusan Bank,Обычный,Мобильное приложение,684,6,151056.46,1,1,0,238312.36,0,2,23,942181.67,1,4.1,0
271,59,Мужчина,Алматы,Bereke Bank,Обычный,Отделение,826,10,127269.21,1,0,0,256566.7,0,0,7,897673.13,0,3.4,0
272,24,Мужчина,Астана,Halyk Bank,Обычный,Интернет-банк,545,6,209233.46,3,1,1,50000.0,2,3,12,776850.92,0,2.0,0
273,55,Мужчина,Астана,ForteBank,Обычный,Мобильное приложение,615,2,159981.47,1,0,1,166871.28,1,2,15,1970901.49,0,5.0,1
274,42,Женщина,Шымкент,ForteBank,Обычный,Мобильное приложение,547,7,172678.14,2,1,1,259168.14,1,2,3,1300042.5,1,3.2,0
275,30,Мужчина,Алматы,Jusan Bank,Премиальный,Мобильное приложение,794,0,220445.93,2,0,1,90847.79,0,1,17,105250.34,0,4.2,0
276,47,Женщина,Шымкент,Jusan Bank,Премиальный,Мобильное приложение,800,2,129118.45,3,1,0,303534.56,2,5,16,367718.03,2,2.5,1
277,44,Мужчина,Астана,Kaspi Bank,Обычный,Мобильное приложение,787,7,203459.77,3,1,1,164521.57,0,2,8,1593784.54,1,3.9,0
278,34,Мужчина,Актобе,ForteBank,Премиальный,Отделение,699,1,83270.71,4,1,0,182836.6,0,3,10,828612.65,1,5.0,1
279,42,Женщина,Шымкент,Jusan Bank,Новый,Интернет-банк,684,6,183737.36,3,1,0,271302.92,1,3,3,740552.86,2,4.2,0
280,37,Мужчина,Алматы,ForteBank,Обычный,Интернет-банк,608,3,141729.65,1,1,0,135925.05,0,1,14,485793.4,0,4.4,0
281,43,Женщина,Астана,ForteBank,Обычный,Мобильное приложение,719,5,103986.92,2,1,0,179442.59,0,3,9,495635.0,0,3.5,0
282,49,Мужчина,Актобе,Kaspi Bank,Обычный,Мобильное приложение,534,8,176463.11,3,1,1,204022.96,3,2,18,120667.92,0,2.8,0
283,61,Мужчина,Астана,Halyk Bank,Обычный,Мобильное приложение,534,7,54343.58,4,0,0,200229.7,1,3,19,653621.41,0,3.7,0
284,27,Женщина,Астана,Jusan Bank,Обычный,Мобильное приложение,612,3,56662.73,1,1,0,161098.27,2,2,8,988730.89,0,2.8,0
285,67,Женщина,Шымкент,Bereke Bank,Премиальный,Колл-центр,819,6,96633.64,1,1,0,129588.56,1,2,16,1394146.03,0,5.0,0
286,18,Мужчина,Астана,Kaspi Bank,Новый,Мобильное приложение,603,2,110956.94,2,1,0,139069.93,2,3,15,830249.31,0,3.3,0
287,40,Мужчина,Алматы,Halyk Bank,Обычный,Мобильное приложение,615,8,117741.41,2,0,1,168410.9,5,0,11,1154118.26,0,3.1,0
288,49,Женщина,Астана,Jusan Bank,Обычный,Мобильное приложение,675,1,188665.74,1,1,1,104138.7,1,1,25,902334.0,0,4.5,0
289,45,Женщина,Алматы,Jusan Bank,Обычный,Интернет-банк,730,5,97062.13,3,1,1,131670.84,3,2,12,0.0,0,4.1,0
290,34,Женщина,Алматы,ForteBank,Обычный,Отделение,762,4,199193.56,1,1,0,210778.87,3,1,15,598282.52,1,3.9,0
291,39,Мужчина,Алматы,Kaspi Bank,Новый,Колл-центр,549,3,149191.2,1,1,1,71924.8,0,2,14,1327747.68,1,3.3,0
292,36,Женщина,Алматы,ForteBank,Премиальный,Мобильное приложение,641,1,114521.74,2,0,0,148304.99,1,1,15,303228.55,0,5.0,0
293,34,Мужчина,Астана,Jusan Bank,Премиальный,Отделение,670,8,58182.95,3,1,1,140880.18,1,4,12,235785.83,0,4.5,0
294,52,Мужчина,Павлодар,ForteBank,Обычный,Мобильное приложение,679,4,6405.18,2,0,1,170929.34,1,4,17,1319306.66,0,5.0,0
295,46,Женщина,Шымкент,Jusan Bank,Обычный,Колл-центр,727,0,127936.45,1,1,0,132375.66,2,1,10,1118188.86,0,4.2,1
296,33,Мужчина,Караганда,Halyk Bank,Новый,Колл-центр,723,4,0.0,2,1,1,167452.76,2,2,16,1133084.4,0,4.7,0
297,52,Мужчина,Алматы,Bereke Bank,Обычный,Мобильное приложение,652,6,223900.07,1,1,0,120912.92,1,4,7,562216.12,2,3.9,1
298,45,Мужчина,Алматы,Jusan Bank,Обычный,Мобильное приложение,753,2,190371.66,1,1,0,154332.31,2,1,24,917869.47,0,4.4,0
299,51,Мужчина,Караганда,Halyk Bank,Обычный,Мобильное приложение,737,6,91347.18,2,1,1,128696.48,1,2,7,46476.71,0,3.9,0
300,49,Женщина,Шымкент,Bereke Bank,Новый,Отделение,729,5,56215.82,1,1,1,210643.76,3,1,22,1383473.79,0,4.9,0
